,Close,High,Low,Open,Volume
2014-09-26,1.31e-05,1.31e-05,1.16e-05,1.2e-05,1.13566711
2014-09-27,1.13e-05,1.24e-05,1.13e-05,1.24e-05,0.08226856
2014-09-28,1.42e-05,1.4300000000000005e-05,1.13e-05,1.15e-05,0.68287844
2014-09-29,1.32e-05,1.4499999999999993e-05,1.13e-05,1.3800000000000007e-05,9.99198283
2014-09-30,1.21e-05,1.3699999999999998e-05,1.2e-05,1.33e-05,1.43284157
2014-10-01,1.32e-05,1.32e-05,1.22e-05,1.25e-05,1.37550976
2014-10-02,1.34e-05,1.3800000000000007e-05,1.3e-05,1.32e-05,0.72138164
2014-10-03,1.39e-05,1.52e-05,1.31e-05,1.34e-05,1.89303524
2014-10-04,1.4800000000000002e-05,1.6899999999999994e-05,1.31e-05,1.3699999999999998e-05,3.13279379
2014-10-05,1.66e-05,2.6e-05,1.4300000000000005e-05,1.44e-05,3.19632202
2014-10-06,1.95e-05,2.49e-05,1.65e-05,2.11e-05,5.11501537
2014-10-07,1.41e-05,1.97e-05,1.4e-05,1.95e-05,7.36415803
2014-10-08,1.4300000000000005e-05,1.47e-05,1.32e-05,1.47e-05,2.07773793
2014-10-09,1.55e-05,1.55e-05,1.3e-05,1.4300000000000005e-05,1.95816011
2014-10-10,1.32e-05,1.49e-05,1.27e-05,1.49e-05,1.95288026
2014-10-11,1.4300000000000005e-05,1.4499999999999993e-05,1.26e-05,1.34e-05,1.06370838
2014-10-12,1.33e-05,1.49e-05,1.25e-05,1.25e-05,0.8742622999999999
2014-10-13,1.22e-05,1.49e-05,1.2e-05,1.32e-05,3.29773652
2014-10-14,1.16e-05,1.35e-05,1.16e-05,1.26e-05,2.05528376
2014-10-15,1.19e-05,1.22e-05,1.18e-05,1.21e-05,0.32791571
2014-10-16,1.2e-05,1.28e-05,1.19e-05,1.22e-05,0.209444
2014-10-17,1.22e-05,1.28e-05,1.16e-05,1.24e-05,1.17061924
2014-10-18,1.25e-05,1.26e-05,1.21e-05,1.22e-05,0.27273417
2014-10-19,1.27e-05,1.27e-05,1.21e-05,1.25e-05,0.44215765
2014-10-20,1.4e-05,1.4e-05,1.27e-05,1.27e-05,0.20225684
2014-10-21,1.35e-05,1.4499999999999993e-05,1.32e-05,1.4499999999999993e-05,0.05437204
2014-10-22,1.31e-05,1.36e-05,1.3e-05,1.32e-05,0.88330879
2014-10-23,1.3800000000000007e-05,1.4e-05,1.31e-05,1.35e-05,1.2598162
2014-10-24,1.4e-05,1.4e-05,1.34e-05,1.3800000000000007e-05,0.0959354
2014-10-25,1.3800000000000007e-05,1.42e-05,1.36e-05,1.4e-05,0.1994614
2014-10-26,1.34e-05,1.3800000000000007e-05,1.31e-05,1.35e-05,0.71509941
2014-10-27,1.34e-05,1.3800000000000007e-05,1.34e-05,1.35e-05,1.57894207
2014-10-28,1.3e-05,1.3800000000000007e-05,1.3e-05,1.3699999999999998e-05,0.15882918
2014-10-29,1.3699999999999998e-05,1.3699999999999998e-05,1.23e-05,1.3e-05,0.43276504
2014-10-30,1.35e-05,1.4499999999999993e-05,1.28e-05,1.35e-05,3.35387381
2014-10-31,1.42e-05,1.42e-05,1.3800000000000007e-05,1.3800000000000007e-05,0.1114265
2014-11-01,1.4e-05,1.42e-05,1.39e-05,1.42e-05,0.38976573
2014-11-02,1.4300000000000005e-05,1.4300000000000005e-05,1.36e-05,1.4e-05,0.56677962
2014-11-03,1.4e-05,1.47e-05,1.36e-05,1.36e-05,0.25546613
2014-11-04,1.46e-05,1.46e-05,1.41e-05,1.42e-05,0.59953562
2014-11-05,1.41e-05,1.46e-05,1.41e-05,1.46e-05,0.49662165
2014-11-06,1.4800000000000002e-05,1.4800000000000002e-05,1.35e-05,1.41e-05,0.75904119
2014-11-07,1.4e-05,1.4e-05,1.35e-05,1.3699999999999998e-05,0.6729919
2014-11-08,1.39e-05,1.4800000000000002e-05,1.39e-05,1.4499999999999993e-05,0.58511878
2014-11-09,1.35e-05,1.42e-05,1.35e-05,1.4e-05,0.65801489
2014-11-10,1.36e-05,1.3800000000000007e-05,1.33e-05,1.3800000000000007e-05,2.14886893
2014-11-11,1.35e-05,1.4800000000000002e-05,1.31e-05,1.36e-05,0.79377726
2014-11-12,1.15e-05,1.35e-05,1.1e-05,1.35e-05,2.96636581
2014-11-13,1.23e-05,1.4800000000000002e-05,1.09e-05,1.11e-05,4.35830217
2014-11-14,1.27e-05,1.39e-05,1.2e-05,1.27e-05,2.41175061
2014-11-15,1.4e-05,1.4e-05,1.26e-05,1.26e-05,1.68794968
2014-11-16,1.3e-05,1.39e-05,1.3e-05,1.39e-05,0.74426944
2014-11-17,1.4e-05,1.4e-05,1.26e-05,1.3e-05,8.65968534
2014-11-18,1.41e-05,1.47e-05,1.34e-05,1.4e-05,7.50032147
2014-11-19,1.4499999999999993e-05,1.4800000000000002e-05,1.39e-05,1.4e-05,3.26791088
2014-11-20,1.65e-05,1.6899999999999994e-05,1.4499999999999993e-05,1.46e-05,11.25245256
2014-11-21,1.91e-05,1.99e-05,1.64e-05,1.64e-05,8.79462942
2014-11-22,2.65e-05,2.75e-05,1.9e-05,1.91e-05,12.74769673
2014-11-23,2.28e-05,3.48e-05,2.11e-05,2.51e-05,24.53000004
2014-11-24,2.23e-05,2.68e-05,2.09e-05,2.26e-05,9.35468839
2014-11-25,2.6e-05,2.68e-05,2.22e-05,2.22e-05,7.81367727
2014-11-26,3.34e-05,3.53e-05,2.52e-05,2.6e-05,30.79550875
2014-11-27,4.19e-05,4.6e-05,3.15e-05,3.17e-05,107.6619813
2014-11-28,4.01e-05,4.25e-05,3.72e-05,4.2e-05,32.37611293
2014-11-29,3.5600000000000005e-05,4.04e-05,3.33e-05,4.01e-05,25.05242849
2014-11-30,2.81e-05,3.59e-05,2.5e-05,3.5e-05,19.21563565
2014-12-01,3.55e-05,4.1e-05,2.63e-05,2.79e-05,52.70322521
2014-12-02,3.35e-05,3.8e-05,2.99e-05,3.59e-05,36.03131623
2014-12-03,3.45e-05,3.5600000000000005e-05,3.24e-05,3.4899999999999995e-05,17.71450943
2014-12-04,3.5600000000000005e-05,3.77e-05,3.44e-05,3.47e-05,12.20529403
2014-12-05,3.7e-05,3.99e-05,3.54e-05,3.72e-05,13.30775449
2014-12-06,3.82e-05,3.99e-05,3.61e-05,3.61e-05,13.92574527
2014-12-07,3.950000000000001e-05,4.13e-05,3.83e-05,3.9299999999999986e-05,17.53601732
2014-12-08,4.2e-05,4.59e-05,3.88e-05,3.92e-05,28.122660600000003
2014-12-09,4.52e-05,4.54e-05,4.01e-05,4.2e-05,40.14584987
2014-12-10,4.52e-05,4.9e-05,4.38e-05,4.52e-05,59.67486334
2014-12-11,4.79e-05,4.9e-05,4.29e-05,4.6e-05,42.91579049
2014-12-12,4.64e-05,5.5e-05,4.6e-05,4.69e-05,96.03721093
2014-12-13,4.89e-05,5.04e-05,4.5e-05,4.7e-05,21.49037059
2014-12-14,4.8e-05,5e-05,4.8e-05,4.89e-05,21.860785
2014-12-15,6.2e-05,6.2e-05,4.8e-05,4.8e-05,110.6258582
2014-12-16,6.78e-05,8.9e-05,5.53e-05,6.07e-05,403.7300461
2014-12-17,8.78e-05,9.1e-05,6.809999999999999e-05,6.809999999999999e-05,312.5915458
2014-12-18,8.97e-05,9.6e-05,8.51e-05,8.8e-05,284.0199987
2014-12-19,6.7e-05,9.3e-05,6.1e-05,8.97e-05,408.4982524
2014-12-20,7.609999999999999e-05,8.190000000000001e-05,6.69e-05,6.75e-05,233.5768466
2014-12-21,7.609999999999999e-05,7.950000000000001e-05,7.45e-05,7.609999999999999e-05,95.3243855
2014-12-22,7.5e-05,7.94e-05,7.46e-05,7.609999999999999e-05,147.7582492
2014-12-23,6.69e-05,7.670000000000001e-05,6.69e-05,7.5e-05,110.6223886
2014-12-24,6.92e-05,7.120000000000001e-05,6.459999999999997e-05,6.69e-05,53.17580155
2014-12-25,7.780000000000001e-05,7.809999999999999e-05,6.9e-05,6.96e-05,48.42307647
2014-12-26,7.62e-05,7.900000000000001e-05,7.47e-05,7.780000000000001e-05,49.43186514
2014-12-27,7.609999999999999e-05,7.8e-05,7.46e-05,7.63e-05,18.35806298
2014-12-28,7.55e-05,7.69e-05,7.45e-05,7.609999999999999e-05,50.33517092
2014-12-29,7.53e-05,7.69e-05,7.53e-05,7.63e-05,23.09201106
2014-12-30,7.69e-05,7.75e-05,7.53e-05,7.55e-05,16.47753985
2014-12-31,7.58e-05,7.900000000000001e-05,7.56e-05,7.68e-05,25.17549501
2015-01-01,7.609999999999999e-05,7.69e-05,7.509999999999998e-05,7.58e-05,6.46804818
2015-01-02,7.780000000000001e-05,7.8e-05,7.609999999999999e-05,7.68e-05,18.2835039
2015-01-03,7.390000000000001e-05,7.85e-05,6.9e-05,7.780000000000001e-05,50.18973558
2015-01-04,6.879999999999999e-05,7.390000000000001e-05,6.579999999999999e-05,7.190000000000001e-05,94.42195348
2015-01-05,7.5e-05,7.6e-05,6.78e-05,6.78e-05,38.30367447
2015-01-06,7.31e-05,7.64e-05,7.159999999999999e-05,7.4e-05,56.54856633
2015-01-07,7.2e-05,7.45e-05,7.01e-05,7.31e-05,45.54733289
2015-01-08,7.2e-05,7.3e-05,7.11e-05,7.23e-05,39.69100599
2015-01-09,7.15e-05,7.41e-05,7.15e-05,7.26e-05,22.4951508
